cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength,cement_to_water_ratio,superplasticizer_to_water_ratio,fine_aggregate_to_water_ratio,cement_to_fly_ash_ratio,superplasticizer_to_fly_ash_ratio,age_squared
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996,1.1747054783665276,0.023561730677795975,4.597812879708385,2.300196544946726,0.046136340126202546,3136.0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578,1.1747054783665276,0.023561730677795975,4.597812879708385,2.300196544946726,0.046136340126202546,10000.0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,1.1815149830714033,0.023078477942291176,4.306230734246299,2.472087122013111,0.04828716430534997,9.0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436,1.1815149830714033,0.023078477942291176,4.306230734246299,2.472087122013111,0.04828716430534997,196.0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512,1.1815149830714033,0.023078477942291176,4.306230734246299,2.472087122013111,0.04828716430534997,784.0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712,1.1815149830714033,0.023078477942291176,4.306230734246299,2.472087122013111,0.04828716430534997,3136.0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712,1.1815149830714033,0.023078477942291176,4.306230734246299,2.472087122013111,0.04828716430534997,10000.0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,1.175461900736626,0.04516362758121,5.469750030189591,1.9367290091524076,0.07441305212892957,9.0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.98661024,1.175461900736626,0.04516362758121,5.469750030189591,1.9367290091524076,0.07441305212892957,196.0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,1.175461900736626,0.04516362758121,5.469750030189591,1.9367290091524076,0.07441305212892957,784.0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.96358776,1.175461900736626,0.04516362758121,5.469750030189591,1.9367290091524076,0.07441305212892957,3136.0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016,1.175461900736626,0.04516362758121,5.469750030189591,1.9367290091524076,0.07441305212892957,10000.0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632,1.1760207228321204,0.047921549278401386,4.9587393610460095,1.5205741626794258,0.06196172248803827,9.0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918,1.1760207228321204,0.047921549278401386,4.9587393610460095,1.5205741626794258,0.06196172248803827,196.0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604,1.1760207228321204,0.047921549278401386,4.9587393610460095,1.5205741626794258,0.06196172248803827,784.0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976,1.1760207228321204,0.047921549278401386,4.9587393610460095,1.5205741626794258,0.06196172248803827,3136.0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784,1.1760207228321204,0.047921549278401386,4.9587393610460095,1.5205741626794258,0.06196172248803827,10000.0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,1.1761410903444067,0.031556763352004885,4.32211191836282,1.743709916132215,0.04678506824535438,9.0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184,1.1761410903444067,0.031556763352004885,4.32211191836282,1.743709916132215,0.04678506824535438,196.0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312,1.1761410903444067,0.031556763352004885,4.32211191836282,1.743709916132215,0.04678506824535438,784.0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436,1.1761410903444067,0.031556763352004885,4.32211191836282,1.743709916132215,0.04678506824535438,3136.0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962,1.1761410903444067,0.031556763352004885,4.32211191836282,1.743709916132215,0.04678506824535438,10000.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758,1.1764976722770757,0.023686499207039444,3.880851281526577,1.9437917335812696,0.03913447722086045,9.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588,1.1764976722770757,0.023686499207039444,3.880851281526577,1.9437917335812696,0.03913447722086045,196.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276,1.1764976722770757,0.023686499207039444,3.880851281526577,1.9437917335812696,0.03913447722086045,784.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224,1.1764976722770757,0.023686499207039444,3.880851281526577,1.9437917335812696,0.03913447722086045,3136.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976,1.1764976722770757,0.023686499207039444,3.880851281526577,1.9437917335812696,0.03913447722086045,10000.0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212,1.17602718566574,0.06104417670682732,4.958850787766451,1.5205304361719123,0.07892634606167119,9.0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342,1.17602718566574,0.06104417670682732,4.958850787766451,1.5205304361719123,0.07892634606167119,196.0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404,1.17602718566574,0.06104417670682732,4.958850787766451,1.5205304361719123,0.07892634606167119,784.0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268,1.17602718566574,0.06104417670682732,4.958850787766451,1.5205304361719123,0.07892634606167119,3136.0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408,1.17602718566574,0.06104417670682732,4.958850787766451,1.5205304361719123,0.07892634606167119,10000.0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036,0.941233140655106,0.025444860024934828,4.420775246514791,1.0172720034299014,0.027500459361793347,9.0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296,0.941233140655106,0.025444860024934828,4.420775246514791,1.0172720034299014,0.027500459361793347,196.0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024,0.941233140655106,0.025444860024934828,4.420775246514791,1.0172720034299014,0.027500459361793347,784.0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352,0.941233140655106,0.025444860024934828,4.420775246514791,1.0172720034299014,0.027500459361793347,3136.0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074,0.941233140655106,0.025444860024934828,4.420775246514791,1.0172720034299014,0.027500459361793347,10000.0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024,1.3794661190965092,0.046981519507186854,6.407474332648871,1.0251480192882865,0.034914240371116394,9.0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546,1.3794661190965092,0.046981519507186854,6.407474332648871,1.0251480192882865,0.034914240371116394,196.0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616,1.3794661190965092,0.046981519507186854,6.407474332648871,1.0251480192882865,0.034914240371116394,784.0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314,1.3794661190965092,0.046981519507186854,6.407474332648871,1.0251480192882865,0.034914240371116394,3136.0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844,1.3794661190965092,0.046981519507186854,6.407474332648871,1.0251480192882865,0.034914240371116394,10000.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236,1.1761598150899786,0.03775246271531561,4.322161686203291,8.71970624235006,0.2798857609139127,9.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732,1.1761598150899786,0.03775246271531561,4.322161686203291,8.71970624235006,0.2798857609139127,196.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404,1.1761598150899786,0.03775246271531561,4.322161686203291,8.71970624235006,0.2798857609139127,784.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.77301264,1.1761598150899786,0.03775246271531561,4.322161686203291,8.71970624235006,0.2798857609139127,3136.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368,1.1761598150899786,0.03775246271531561,4.322161686203291,8.71970624235006,0.2798857609139127,10000.0
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.18278112,1.176185759876747,0.03659073401562672,4.32221855397821,8.717781402936378,0.27120717781402937,9.0
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412,1.176185759876747,0.03659073401562672,4.32221855397821,8.717781402936378,0.27120717781402937,196.0
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246,1.176185759876747,0.03659073401562672,4.32221855397821,8.717781402936378,0.27120717781402937,784.0
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,47.13257936,1.176185759876747,0.03659073401562672,4.32221855397821,8.717781402936378,0.27120717781402937,3136.0
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100.0,49.97322048,1.176185759876747,0.03659073401562672,4.32221855397821,8.717781402936378,0.27120717781402937,10000.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.35515012,1.1764585360856428,0.03139886287968038,3.8807048097116223,1.9438050101557212,0.051878808395396075,9.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812,1.1764585360856428,0.03139886287968038,3.8807048097116223,1.9438050101557212,0.051878808395396075,196.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084,1.1764585360856428,0.03139886287968038,3.8807048097116223,1.9438050101557212,0.051878808395396075,784.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372,1.1764585360856428,0.03139886287968038,3.8807048097116223,1.9438050101557212,0.051878808395396075,3136.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776,1.1764585360856428,0.03139886287968038,3.8807048097116223,1.9438050101557212,0.051878808395396075,10000.0
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116,1.2753134040501448,0.03750133933354763,4.537715632701168,2.5294867708001276,0.07438104345978111,9.0
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576,1.2753134040501448,0.03750133933354763,4.537715632701168,2.5294867708001276,0.07438104345978111,196.0
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226,1.2753134040501448,0.03750133933354763,4.537715632701168,2.5294867708001276,0.07438104345978111,784.0
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56.0,39.58971192,1.2753134040501448,0.03750133933354763,4.537715632701168,2.5294867708001276,0.07438104345978111,3136.0
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833,1.2753134040501448,0.03750133933354763,4.537715632701168,2.5294867708001276,0.07438104345978111,10000.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904,1.3339024650517555,0.029505922526944832,4.594867143314481,2.612603197826314,0.057790782735918075,9.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264,1.3339024650517555,0.029505922526944832,4.594867143314481,2.612603197826314,0.057790782735918075,196.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288,1.3339024650517555,0.029505922526944832,4.594867143314481,2.612603197826314,0.057790782735918075,784.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084,1.3339024650517555,0.029505922526944832,4.594867143314481,2.612603197826314,0.057790782735918075,3136.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592,1.3339024650517555,0.029505922526944832,4.594867143314481,2.612603197826314,0.057790782735918075,10000.0
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864,1.3339191564147628,0.05466984684910872,5.671541551594276,2.117365746737073,0.08677891800338747,9.0
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.31040416,1.3339191564147628,0.05466984684910872,5.671541551594276,2.117365746737073,0.08677891800338747,196.0
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364,1.3339191564147628,0.05466984684910872,5.671541551594276,2.117365746737073,0.08677891800338747,784.0
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396,1.3339191564147628,0.05466984684910872,5.671541551594276,2.117365746737073,0.08677891800338747,3136.0
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881,1.3339191564147628,0.05466984684910872,5.671541551594276,2.117365746737073,0.08677891800338747,10000.0
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584,1.333981801066834,0.06507687480389081,5.671728898650769,2.1174419762924592,0.10329714114951688,9.0
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168,1.333981801066834,0.06507687480389081,5.671728898650769,2.1174419762924592,0.10329714114951688,196.0
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073,1.333981801066834,0.06507687480389081,5.671728898650769,2.1174419762924592,0.10329714114951688,784.0
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.39535964,1.333981801066834,0.06507687480389081,5.671728898650769,2.1174419762924592,0.10329714114951688,3136.0
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824,1.333981801066834,0.06507687480389081,5.671728898650769,2.1174419762924592,0.10329714114951688,10000.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556,1.3333333333333333,0.04930817610062893,5.028553459119497,1.698990222792114,0.06283058182401026,9.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372,1.3333333333333333,0.04930817610062893,5.028553459119497,1.698990222792114,0.06283058182401026,196.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.50033984,1.3333333333333333,0.04930817610062893,5.028553459119497,1.698990222792114,0.06283058182401026,784.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564,1.3333333333333333,0.04930817610062893,5.028553459119497,1.698990222792114,0.06283058182401026,3136.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606,1.3333333333333333,0.04930817610062893,5.028553459119497,1.698990222792114,0.06283058182401026,10000.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764,1.3322028052425845,0.03862957001609565,4.4748792825937,1.9055254070054266,0.055254070054267385,9.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308,1.3322028052425845,0.03862957001609565,4.4748792825937,1.9055254070054266,0.055254070054267385,196.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592,1.3322028052425845,0.03862957001609565,4.4748792825937,1.9055254070054266,0.055254070054267385,784.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,42.69924868,1.3322028052425845,0.03862957001609565,4.4748792825937,1.9055254070054266,0.055254070054267385,3136.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448,1.3322028052425845,0.03862957001609565,4.4748792825937,1.9055254070054266,0.055254070054267385,10000.0
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048,1.3338816662244628,0.030512072167683736,4.020854338020696,2.1253910543671264,0.048617569967024606,9.0
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,29.93015316,1.3338816662244628,0.030512072167683736,4.020854338020696,2.1253910543671264,0.048617569967024606,196.0
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276,1.3338816662244628,0.030512072167683736,4.020854338020696,2.1253910543671264,0.048617569967024606,784.0
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312,1.3338816662244628,0.030512072167683736,4.020854338020696,2.1253910543671264,0.048617569967024606,3136.0
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796,1.3338816662244628,0.030512072167683736,4.020854338020696,2.1253910543671264,0.048617569967024606,10000.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828,1.3338816662244628,0.033695940567789864,4.020854338020696,2.1253910543671264,0.05369070770271413,9.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468,1.3338816662244628,0.033695940567789864,4.020854338020696,2.1253910543671264,0.05369070770271413,196.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812,1.3338816662244628,0.033695940567789864,4.020854338020696,2.1253910543671264,0.05369070770271413,784.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464,1.3338816662244628,0.033695940567789864,4.020854338020696,2.1253910543671264,0.05369070770271413,3136.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112,1.3338816662244628,0.033695940567789864,4.020854338020696,2.1253910543671264,0.05369070770271413,10000.0
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576,1.0695206085264461,0.044578100123828054,4.58635532755469,1.086042751931022,0.0452667504939824,9.0
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308,1.0695206085264461,0.044578100123828054,4.58635532755469,1.086042751931022,0.0452667504939824,196.0
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328,1.0695206085264461,0.044578100123828054,4.58635532755469,1.086042751931022,0.0452667504939824,784.0
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.57006684,1.0695206085264461,0.044578100123828054,4.58635532755469,1.086042751931022,0.0452667504939824,3136.0
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208,1.0695206085264461,0.044578100123828054,4.58635532755469,1.086042751931022,0.0452667504939824,10000.0
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036,1.0695023794136653,0.0481170319017684,4.586393278890782,1.4924981552840861,0.06714765926047388,9.0
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644,1.0695023794136653,0.0481170319017684,4.586393278890782,1.4924981552840861,0.06714765926047388,196.0
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28.0,31.2677366,1.0695023794136653,0.0481170319017684,4.586393278890782,1.4924981552840861,0.06714765926047388,784.0
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56.0,43.49904084,1.0695023794136653,0.0481170319017684,4.586393278890782,1.4924981552840861,0.06714765926047388,3136.0
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084,1.0695023794136653,0.0481170319017684,4.586393278890782,1.4924981552840861,0.06714765926047388,10000.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748,1.066632981746984,0.06840144003031642,5.028421650982126,1.359195171026157,0.08716297786720321,9.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316,1.066632981746984,0.06840144003031642,5.028421650982126,1.359195171026157,0.08716297786720321,196.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28.0,31.11605188,1.066632981746984,0.06840144003031642,5.028421650982126,1.359195171026157,0.08716297786720321,784.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728,1.066632981746984,0.06840144003031642,5.028421650982126,1.359195171026157,0.08716297786720321,3136.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384,1.066632981746984,0.06840144003031642,5.028421650982126,1.359195171026157,0.08716297786720321,10000.0
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664,1.7274512137077582,0.05598524512137077,5.146358876725368,3.018818881264296,0.09783738823040132,9.0
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14.0,34.67374804,1.7274512137077582,0.05598524512137077,5.146358876725368,3.018818881264296,0.09783738823040132,196.0
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088,1.7274512137077582,0.05598524512137077,5.146358876725368,3.018818881264296,0.09783738823040132,784.0
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564,1.7274512137077582,0.05598524512137077,5.146358876725368,3.018818881264296,0.09783738823040132,3136.0
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028,1.7274512137077582,0.05598524512137077,5.146358876725368,3.018818881264296,0.09783738823040132,10000.0
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456,1.7250933997509341,0.0736612702366127,5.452117061021171,2.8447479207310815,0.12147037683540404,9.0
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667,1.7250933997509341,0.0736612702366127,5.452117061021171,2.8447479207310815,0.12147037683540404,196.0
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28.0,48.28400428,1.7250933997509341,0.0736612702366127,5.452117061021171,2.8447479207310815,0.12147037683540404,784.0
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352,1.7250933997509341,0.0736612702366127,5.452117061021171,2.8447479207310815,0.12147037683540404,3136.0
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100.0,55.6407132,1.7250933997509341,0.0736612702366127,5.452117061021171,2.8447479207310815,0.12147037683540404,10000.0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128,1.723854494578524,0.05170805642998717,5.008744316194474,3.0919071518193224,0.09274362191551651,9.0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236,1.723854494578524,0.05170805642998717,5.008744316194474,3.0919071518193224,0.09274362191551651,196.0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28.0,39.94134468,1.723854494578524,0.05170805642998717,5.008744316194474,3.0919071518193224,0.09274362191551651,784.0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416,1.723854494578524,0.05170805642998717,5.008744316194474,3.0919071518193224,0.09274362191551651,3136.0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848,1.723854494578524,0.05170805642998717,5.008744316194474,3.0919071518193224,0.09274362191551651,10000.0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324,1.723073764882989,0.0845080060216231,6.156835910770495,2.519611767060236,0.12357414448669202,9.0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888,1.723073764882989,0.0845080060216231,6.156835910770495,2.519611767060236,0.12357414448669202,196.0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348,1.723073764882989,0.0845080060216231,6.156835910770495,2.519611767060236,0.12357414448669202,784.0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352,1.723073764882989,0.0845080060216231,6.156835910770495,2.519611767060236,0.12357414448669202,3136.0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208,1.723073764882989,0.0845080060216231,6.156835910770495,2.519611767060236,0.12357414448669202,10000.0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,15.36152528,1.5754854215419642,0.08095629624944659,5.622731010056289,2.5225316455696203,0.12962025316455697,9.0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016,1.5754854215419642,0.08095629624944659,5.622731010056289,2.5225316455696203,0.12962025316455697,196.0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624,1.5754854215419642,0.08095629624944659,5.622731010056289,2.5225316455696203,0.12962025316455697,784.0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696,1.5754854215419642,0.08095629624944659,5.622731010056289,2.5225316455696203,0.12962025316455697,3136.0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978,1.5754854215419642,0.08095629624944659,5.622731010056289,2.5225316455696203,0.12962025316455697,10000.0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684,1.7251965811965813,0.09688888888888889,6.0787008547008545,2.5550379746835445,0.14349367088607595,9.0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784,1.7251965811965813,0.09688888888888889,6.0787008547008545,2.5550379746835445,0.14349367088607595,196.0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364,1.7251965811965813,0.09688888888888889,6.0787008547008545,2.5550379746835445,0.14349367088607595,784.0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172,1.7251965811965813,0.09688888888888889,6.0787008547008545,2.5550379746835445,0.14349367088607595,3136.0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784,1.7251965811965813,0.09688888888888889,6.0787008547008545,2.5550379746835445,0.14349367088607595,10000.0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112,1.722470341939986,0.08367062107466852,5.588904396371249,1.9733770386952352,0.09585865046370323,9.0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548,1.722470341939986,0.08367062107466852,5.588904396371249,1.9733770386952352,0.09585865046370323,196.0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974,1.722470341939986,0.08367062107466852,5.588904396371249,1.9733770386952352,0.09585865046370323,784.0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524,1.722470341939986,0.08367062107466852,5.588904396371249,1.9733770386952352,0.09585865046370323,3136.0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784,1.722470341939986,0.08367062107466852,5.588904396371249,1.9733770386952352,0.09585865046370323,10000.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3.0,23.80071152,1.7247930775018812,0.06207674943566592,4.875219463255581,2.2667490729295428,0.0815822002472188,9.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548,1.7247930775018812,0.06207674943566592,4.875219463255581,2.2667490729295428,0.0815822002472188,196.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.3314882,1.7247930775018812,0.06207674943566592,4.875219463255581,2.2667490729295428,0.0815822002472188,784.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.0,56.8472962,1.7247930775018812,0.06207674943566592,4.875219463255581,2.2667490729295428,0.0815822002472188,3136.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546,1.7247930775018812,0.06207674943566592,4.875219463255581,2.2667490729295428,0.0815822002472188,10000.0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728,1.7,0.05446224256292906,4.310354691075515,2.5281606261698144,0.0809937042708865,9.0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874,1.7,0.05446224256292906,4.310354691075515,2.5281606261698144,0.0809937042708865,196.0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475,1.7,0.05446224256292906,4.310354691075515,2.5281606261698144,0.0809937042708865,784.0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56.0,51.95891136,1.7,0.05446224256292906,4.310354691075515,2.5281606261698144,0.0809937042708865,3136.0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748,1.7,0.05446224256292906,4.310354691075515,2.5281606261698144,0.0809937042708865,10000.0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324,1.3808385554622393,0.06563731507203308,5.015504877576071,1.2231887375529358,0.058143527526610964,9.0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592,1.3808385554622393,0.06563731507203308,5.015504877576071,1.2231887375529358,0.058143527526610964,196.0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748,1.3808385554622393,0.06563731507203308,5.015504877576071,1.2231887375529358,0.058143527526610964,784.0
