cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
154.0,47.5,107.5,155.7,9.6,868.6,815.2,100.0,26.114358640335833
279.8,38.0,138.0,212.0,11.4,947.04,821.0,90.0,45.039115664684346
491.0,116.0,136.0,159.48,9.9,1057.6,630.0,360.0,22.563890716651315
141.9,100.0,113.0,168.4,7.48,1052.3,846.0,7.0,23.162865313990523
393.0,135.7,86.1,178.1,5.85,968.0,612.0,56.0,72.58132685123724
276.4,128.9,97.0,247.0,32.2,1053.6,688.0,7.0,64.90561076066261
139.7,166.4,129.7,179.94,6.5,986.0,684.0,3.0,49.55612822235092
325.0,137.2,163.0,154.0,5.75,907.9,636.0,28.0,27.1176942342795
152.0,290.2,93.9,178.8,18.6,827.0,889.01,180.0,62.81544375902898
167.95,237.0,161.0,181.1,9.45,848.0,674.3,7.0,67.60303902862015
192.0,183.9,79.0,154.61,10.4,932.0,802.3,28.0,27.56199325608331
153.6,106.3,123.78,202.0,9.8,819.2,722.5,90.0,62.3763211425602
339.2,184.0,125.8,162.0,8.9,888.0,780.3,270.0,64.88192591338198
276.4,178.1,100.52,160.7,9.73,940.0,762.36,365.0,45.58915786982363
142.0,119.0,87.5,171.54,10.35,1079.0,853.0,180.0,50.97814762108155
255.5,167.0,97.39,172.34,6.65,935.4,630.0,365.0,42.4818583099014
280.0,0.0,106.7,170.1,9.9,1028.4,845.0,365.0,55.08177421846155
236.9,237.5,95.69,166.6,5.53,935.4,760.1,28.0,44.69062815892538
355.0,20.0,107.0,191.0,5.33,955.8,623.0,28.0,14.083312439037392
295.8,161.6,161.0,170.6,8.08,938.0,613.2,56.0,35.990990026779265
349.0,101.0,185.3,220.0,10.91,1059.4,943.1,28.0,47.73126380172795
145.0,93.37,93.9,182.0,18.0,929.8,847.01,365.0,49.234779448466405
102.0,129.0,143.57,181.1,11.91,972.6,777.5,7.0,51.69126672750777
520.0,188.0,139.0,186.0,11.6,833.0,744.5,120.0,30.7340372840965
148.0,214.0,106.7,197.89,2.2,888.0,798.9,28.0,48.81499878378169
145.0,97.0,123.0,174.9,1.72,910.0,885.0,1.0,52.73996177912498
190.68,86.0,75.6,159.0,4.49,972.6,665.6,14.0,64.97707543299984
264.5,54.64,111.9,162.0,9.88,878.2,761.5,360.0,51.27810622418933
516.0,342.1,106.9,181.71,5.33,879.0,722.0,360.0,45.6602984075508
153.0,212.0,78.3,198.7,9.5,1086.8,612.0,100.0,66.66067471192295
173.81,144.7,163.0,177.4,11.2,888.0,736.0,56.0,27.742281141168178
480.0,149.0,100.37,165.62,9.9,852.9,782.46,91.0,52.071644531797254
313.3,98.06,79.0,192.0,3.0,974.0,674.3,3.0,41.448172540713365
213.74,117.6,116.0,247.0,11.2,1074.0,785.6,28.0,71.84533521479172
164.2,151.2,159.9,211.5,8.2,879.6,659.9,270.0,60.07857876261097
210.7,102.0,174.9,167.0,5.69,1026.6,895.3,91.0,43.526490237809426
149.5,144.7,106.2,190.0,5.75,1006.2,756.9,3.0,32.285076580947475
212.07,189.0,132.1,158.11,5.69,824.3,769.0,14.0,23.68352896946452
194.68,133.7,121.97,192.94,11.4,961.0,757.0,3.0,76.42074799976605
148.1,100.0,108.6,167.8,5.53,1005.8,880.4,180.0,81.17074495273046
313.0,158.8,128.62,180.0,3.0,936.2,790.0,270.0,50.18693347223184
150.9,236.8,182.0,197.0,8.0,987.76,780.0,56.0,34.69412800018485
252.0,173.0,175.0,159.35,8.1,824.3,688.2,365.0,17.597213348577366
379.5,20.0,158.0,177.0,3.1,1059.4,796.15,7.0,25.831036263026945
255.0,166.0,24.51,182.5,1.9,904.4,641.0,120.0,41.27417232155908
152.6,19.0,123.0,182.0,7.0,943.0,794.0,91.0,79.9142410698195
229.97,97.82,111.9,177.0,9.73,878.0,785.3,3.0,33.792525961969574
276.0,50.0,172.0,164.9,3.4,870.0,688.2,7.0,41.48313037093045
424.0,250.0,167.0,195.23,0.0,1052.3,827.0,120.0,40.12340160947346
251.37,136.0,24.51,203.5,7.77,938.0,889.01,365.0,12.426391432975734
295.71,11.0,115.6,175.6,12.0,814.1,675.0,3.0,39.3846730017835
276.0,94.7,113.2,195.5,11.2,838.0,643.5,100.0,44.216752243405004
220.8,209.0,128.62,201.9,11.91,1012.4,772.0,365.0,48.49885994362735
158.0,50.05,97.39,154.79,28.2,829.0,821.4,14.0,25.973383366572456
158.6,209.0,71.5,177.4,7.48,1090.0,817.0,28.0,47.58173748944396
155.2,102.0,97.0,213.0,6.5,910.0,690.0,180.0,40.728298292721185
264.5,117.2,107.0,185.8,8.71,1074.0,748.5,28.0,23.802846383661866
389.9,119.7,89.0,140.0,11.91,907.9,812.0,7.0,49.90409973865245
135.0,260.0,163.27,158.49,6.86,1056.4,697.0,14.0,18.70459000078706
139.9,190.0,96.18,166.6,16.5,877.2,705.0,100.0,35.54839713496472
389.9,95.0,184.0,169.9,5.0,1047.4,712.0,3.0,18.330706125401772
266.2,170.0,163.83,155.7,10.0,879.6,754.0,90.0,80.17935606869978
285.0,200.0,128.62,221.0,18.6,998.2,822.0,3.0,59.13988641359257
321.3,117.2,99.94,181.71,5.9,978.4,776.35,28.0,32.30057411419918
299.8,112.0,109.0,186.0,5.8,1003.5,785.3,91.0,13.558557708136854
331.0,124.1,100.39,171.0,16.0,878.2,684.0,14.0,52.38281367313881
135.7,45.21,78.3,185.0,6.47,895.2,760.0,90.0,33.665656083369086
272.8,153.0,94.0,146.25,5.2,929.8,863.0,28.0,63.29841811325004
154.8,209.4,126.5,181.74,7.5,1083.4,795.3,3.0,47.64537743277951
264.5,115.0,167.0,159.32,8.26,1026.6,689.3,28.0,56.26812081538324
210.7,139.9,194.0,180.31,6.0,828.7,794.0,28.0,47.33521705362254
290.35,26.0,132.6,158.0,11.0,991.2,749.3,365.0,56.21997891511698
272.8,129.9,92.0,202.5,8.4,1118.8,805.0,14.0,25.199310973490775
393.0,91.7,200.1,146.0,6.47,913.9,762.36,100.0,33.93078189842006
151.6,142.5,113.2,162.14,6.72,949.91,815.2,360.0,67.83705661911222
102.0,206.5,175.0,175.6,4.14,941.6,750.0,120.0,63.12576677019113
236.9,144.0,103.3,189.29,11.66,867.2,805.3,180.0,77.75156631994793
262.0,145.0,121.97,247.0,4.0,1000.0,800.0,3.0,50.09624417482101
220.8,166.4,175.0,143.3,10.91,935.4,861.17,100.0,69.8559041270868
184.0,359.4,86.0,156.76,5.8,838.0,695.0,3.0,44.206116782144946
321.3,172.6,123.78,185.7,6.1,932.0,689.3,365.0,39.96116347310128
313.8,142.8,124.25,179.94,9.45,867.0,779.7,28.0,44.35535988854984
182.04,156.0,129.7,178.0,6.1,941.0,895.3,28.0,62.78460315426584
212.52,128.0,125.8,159.35,0.0,860.5,758.0,28.0,72.49124013955745
236.9,11.0,163.27,185.0,9.0,973.4,745.0,365.0,23.298581131877324
264.5,147.2,133.0,195.23,2.5,838.1,800.0,14.0,27.775012069715736
405.0,110.5,87.0,146.25,17.9,854.0,856.0,120.0,20.32107380512391
144.0,129.0,163.0,155.63,3.93,1003.5,685.0,1.0,41.52962632968107
139.7,17.6,158.0,186.66,4.46,861.0,798.9,28.0,48.10844736789689
158.0,105.0,148.1,173.8,9.45,1022.0,794.0,28.0,45.48674986380132
451.0,236.8,71.0,193.0,7.56,1025.0,800.0,91.0,45.77781658000045
166.0,98.05,89.3,212.0,13.93,941.6,714.3,56.0,21.10883698192675
349.0,24.0,99.6,190.6,12.0,973.9,744.2,270.0,63.59108035700715
469.0,119.0,173.53,170.17,11.33,946.0,613.2,365.0,52.76154143107702
167.95,17.5,124.25,192.0,9.88,944.0,806.9,120.0,68.80310168303166
337.9,236.8,148.1,167.5,6.1,910.0,768.0,91.0,43.73565982906251
151.8,99.0,121.97,180.31,8.08,833.0,683.9,7.0,35.12688281559094
304.0,183.9,124.13,168.0,10.35,1004.6,789.3,360.0,52.34705350041132
314.0,20.0,175.0,184.4,4.14,1113.0,780.09,28.0,32.922583812193245
143.0,26.0,163.0,170.1,4.567,961.0,803.7,28.0,38.6693098064635
288.4,119.0,127.9,167.9,14.3,1113.0,760.0,14.0,65.98461807644624
162.0,178.1,128.0,197.89,8.5,818.0,735.6,28.0,46.51131145292483
362.6,148.6,167.0,147.4,8.08,825.0,759.0,28.0,48.238298677263636
323.7,20.0,121.62,156.76,8.8,949.0,889.01,28.0,25.30663844038328
151.6,162.4,163.27,219.7,8.0,959.2,808.0,56.0,18.37504451650983
385.0,193.5,143.2,159.32,5.75,1079.0,651.0,90.0,41.57320040538208
164.2,147.2,94.58,174.8,7.56,824.3,760.1,100.0,43.867965524810344
156.0,142.5,128.0,160.7,3.0,898.0,722.0,91.0,28.77323563682068
158.6,101.0,175.0,159.35,7.0,940.0,868.0,28.0,85.32883371962713
286.3,106.3,75.6,157.0,7.84,1006.4,778.4,28.0,60.813835109853486
302.0,24.0,148.0,181.4,3.0,1060.0,839.2,100.0,51.49811054178507
252.31,173.0,79.0,181.1,15.0,1056.4,903.59,180.0,15.212506416337225
252.5,181.9,130.0,181.1,12.6,935.7,806.0,360.0,88.74159377239211
315.0,141.3,86.0,195.7,9.6,1012.4,614.0,3.0,45.932973355326766
167.35,212.0,127.9,169.59,10.37,1088.1,717.8,7.0,56.20635440886413
297.16,97.0,93.9,168.0,12.25,985.8,762.0,56.0,35.87016434465031
190.68,178.1,121.62,188.0,7.0,853.0,806.2,14.0,59.339228039941496
500.1,128.0,24.51,164.03,12.7,970.0,812.0,120.0,64.01201722889293
389.9,262.2,133.6,144.7,7.0,1000.0,685.0,3.0,46.56372452449045
214.9,124.1,187.0,173.0,15.0,1059.4,806.0,90.0,25.86185360528519
212.07,230.0,103.0,178.0,11.4,981.0,696.7,28.0,39.280901915065265
203.5,153.0,172.37,190.0,23.4,967.08,713.0,56.0,44.97641609756644
158.6,147.2,143.2,173.8,7.0,1028.4,732.6,56.0,48.24578820437438
145.9,128.0,187.0,193.3,5.5,1125.0,739.0,3.0,31.400136478681233
214.9,15.0,174.74,183.8,10.37,829.0,641.0,28.0,23.677858739698376
273.0,97.1,132.6,182.9,7.0,1056.0,764.0,28.0,49.61377325958581
158.0,167.0,163.0,246.9,11.91,1061.0,833.0,100.0,57.46325409735252
300.0,161.6,121.62,164.77,18.6,1040.6,781.5,90.0,26.61955317116488
255.5,143.0,129.7,140.0,8.4,897.7,925.7,100.0,42.030947783855964
520.0,183.4,167.0,175.1,7.91,1075.7,868.0,180.0,73.91494433093251
229.97,24.0,112.0,175.1,10.16,909.8,730.0,100.0,21.099390345034376
261.0,38.0,24.51,185.7,8.48,1104.0,800.1,180.0,27.96680859911409
250.0,172.6,138.0,199.0,6.5,1003.5,839.2,28.0,40.77903216351765
325.6,132.6,137.0,158.33,4.14,1028.1,753.45,100.0,22.553751189462204
145.0,189.2,141.6,196.0,4.14,1111.6,806.9,365.0,60.29313755568617
167.0,17.5,113.0,145.0,12.1,909.7,845.0,3.0,38.47270766935998
303.6,22.0,109.0,171.6,6.47,1004.6,655.0,365.0,23.030183797570977
151.8,193.5,59.0,203.5,7.0,1047.4,839.2,270.0,51.967430700581346
266.2,102.0,93.9,190.6,5.2,833.0,842.6,270.0,48.428315109843794
198.6,53.8,142.8,137.8,10.8,903.0,688.0,1.0,64.40829921111401
151.8,139.0,133.0,192.94,11.66,966.0,744.0,7.0,59.17731078309913
286.3,160.5,123.0,164.9,11.25,1006.0,749.3,3.0,47.559957169632774
520.0,117.6,112.0,247.0,5.46,1005.6,764.4,90.0,68.07454559037161
139.6,139.9,160.9,184.4,11.4,867.0,824.0,3.0,69.33079841384645
255.3,141.3,163.0,154.79,16.1,1022.0,657.9,91.0,68.92937990206818
146.5,236.0,174.74,164.03,0.0,827.0,794.0,28.0,67.0754223853972
387.0,142.5,106.7,151.0,11.19,917.0,780.09,3.0,39.34489532181503
298.2,250.0,121.62,221.4,8.9,1120.0,793.5,28.0,47.471174432902735
159.0,230.5,59.0,192.7,9.9,935.0,754.3,120.0,13.443995582995022
275.0,207.0,124.25,167.5,9.61,935.7,680.0,90.0,25.694984850622816
528.0,166.8,175.0,209.7,11.66,877.0,746.8,28.0,27.37424401206478
336.5,110.5,86.0,196.0,3.93,859.0,884.3,28.0,72.48697568877148
254.0,203.5,125.18,210.0,12.0,1012.0,704.0,3.0,60.19101418741615
229.97,212.0,100.37,198.7,8.48,940.0,802.3,28.0,48.92445010341105
190.0,167.0,125.8,170.6,10.83,1040.6,813.4,3.0,11.840822790292757
356.0,137.0,174.24,146.14,8.71,940.0,753.4,3.0,21.950239478255995
